龙江联通,rtp://239.3.1.133:8016
陕西卫视,http://jxcbn.ws-cdn.gitv.tv/hls/SXTV/index.m3u8?gMac=unknown&livodToken=c553bb820ba0fceee866c695e3e7ca27fc9cd874769c2d9c16cadad386c4a71e_1720508744_604800&fromCDN=ws
互扇巴掌大赛「其他」,http://live.iill.top/huya.php?id=20072873
CCTV12,http://58.42.184.110:8888/rtp/238.255.2.15:5999$LR•IPV4『线路42』
CCTV4,https://epg.pw/stream/ca5346f18ce923cf5e25455d32f17fe7f11edd5cc6d2d650a087760a83f8c4ce.m3u8
河南法治,http://222.138.213.183:9999/rtp/225.1.4.54:1083
爱你我的宝宝(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/08f97ee21d884d0486c37ae6fb7c5683/1200.m3u8
广东卫视,http://14.212.185.27:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路186』
CCTV6,http://202.102.201.244:40022/rtp/238.1.78.172:7248$LR•IPV4『线路104』
厦门经济交通广播,https://fanmingming.com/fm?id=1896
河南农村广播,https://fanmingming.com/fm?id=1026
解说_亮哥讲电影,https://live.metshop.top/huya/16144175
CCTV16,http://114.246.182.129:8888/rtp/239.3.1.184:8001
CCTV5,http://171.108.239.98:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路76』
iPanda基地别墅②,http://gcalic.v.myalicdn.com/gc/xiongmao10_1/index.m3u8
广州影视,http://r.jdshipin.com/sFw4S
浙江卫视,http://60.27.20.217:4022/udp/225.1.1.112:5002$LR•IPV4『线路121』
CCTV5,http://222.241.154.37:9901/tsfile/live/23018_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路189』
佳木斯新闻综合,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
湖南卫视,http://115.149.139.141:10001/tsfile/live/1023_1.m3u8$LR•IPV4『线路205』
浙江卫视,http://58.248.112.205:8006/GD_CUCC/G_ZHEJIANG-CQ.m3u8?Authinfo=3iRp8RZG1d3hGsaPmj%2FtHdr3tmmw%2BL49D6e6Yw0TfYx4NHMHVaPey3ntJx7niV8g
贵州卫视,http://113.117.216.251:8686/udp/239.77.0.59:5146$LR•IPV4『线路156』
江西卫视,http://58.41.27.144:18888/udp/239.45.1.122:5140$LR•IPV4『线路130』
CCTV17,http://36.40.236.55:9999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路45』
投名状,https://cdn13.yzzy-tv-cdn.com/20230128/9592_3d21d729/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$LR•IPV4『线路77』
CCTV央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
四川卫视,http://119.129.205.172:4000/udp/239.77.1.215:5146
Sky News,http://127.0.0.1:9978/proxy?do=yt&url=https://www.youtube.com/watch?v=9Auq9mYxFEE
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
CCTV8,http://171.105.177.227:4022/udp/239.81.0.234:4056$LR•IPV4『线路103』
CETV-4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000070/index.m3u8
CCTV3,https://epg.pw/stream/c7020b88aea35cfa13268ae17e657ef8e234ba0f8d3c87045520f9f12bb9355f.m3u8
消失的女人,https://vip.ffzy-online2.com/20230521/37660_a7ca3135/index.m3u8
甘肃卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002162/index.m3u8
徐州經濟生活,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
云南卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226937/72640386.smil$LR•IPV4『线路110』
精品纪录,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
新白娘子传奇-修复版,https://live.metshop.top/yy/1354930969
负心的你,https://vd4.bdstatic.com:443/mda-mcbs0hpjpkpwethe/1080p/h264_cae/1620492489548087433/mda-mcbs0hpjpkpwethe.mp4
浙江卫视,http://171.105.177.227:4022/udp/239.81.0.108:4056$LR•IPV4『线路171』
CCTV11,http://219.159.194.57:8181/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路43』
怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
内蒙古卫视,http://jxcbn.ws-cdn.gitv.tv/hls/NMGWS/index.m3u8?gMac=unknown&livodToken=30a8892d01f8950ddc2fc51db0c6f0d5460e667cedb296d32ceae78c3a78bf59_1720519199_604800&fromCDN=ws$LR•IPV4『线路57』
杭州西湖明珠,http://183.149.166.124:9999/udp/233.50.201.174:5140
CCTV5,http://113.206.157.95:8002/udp/225.0.4.143:7980$LR•IPV4『线路57』
浙江卫视,http://220.180.229.250:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路167』
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
CCTV13,http://14.121.146.11:30001/udp/239.77.0.188:5146
江苏城市,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221225929/index.m3u8
纯享4K (2160p),http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
广安新闻综合频道,http://live1.gatv.com.cn:85/live/XWZH.m3u8
解说_越哥说电影,http://cfss.cc/cdn/hy/15894162.flv
广东体育,http://113.66.7.140:4433/tsfile/live/0142_1.m3u8
CCTV15,http://123.189.36.4:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路46』
CCTV9,http://118.249.23.89:9999/udp/239.76.253.159:9000$LR•IPV4『线路99』
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
CCTV15,http://59.62.8.250:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路114』
兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
CCTV1,https://epg.pw/stream/9c278a43d5bf7e515412f079507a71cfb8a263ff4938b30757880c9c7cd972b7.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8$LR•IPV6『线路11』
CCTV6,https://epg.pw/stream/416e89d4f45b86cbcf83e37427ba65d22c8d53b8d946f0e2531064f2e5c14168.m3u8
延边卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
CCTV4,http://58.37.210.252:8888/udp/239.45.0.2:5140$LR•IPV4『线路101』
大连都市之声广播,https://fanmingming.com/fm?id=1267
宝鸡音乐广播,https://fanmingming.com/fm?id=1681
广东民生,http://14.121.146.11:554/udp/239.77.0.225:5146$LR•IPV4『线路3』
动漫秀场,http://171.108.239.99:8181/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路23』
CCTV15,http://1.70.35.72:8085/udp/239.1.1.22:8022$LR•IPV4『线路92』
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8$LR•IPV4『线路23』
甘肃卫视,http://183.207.248.71/gitv/live1/G_GANSU/G_GANSU
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8$LR•IPV6『线路10』
北京卫视,http://222.241.154.37:9901/tsfile/live/23030_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路183』
安徽卫视,http://115.149.139.141:10001/tsfile/live/1025_1.m3u8
慢摇dj舞曲,https://vd2.bdstatic.com/mda-mkpi5r0xe92ja446/sc/cae_h264/1637775035132431598/mda-mkpi5r0xe92ja446.mp4
CCTV7,http://118.114.33.62:4022/udp/239.93.1.67:5140$LR•IPV4『线路28』
精品综艺,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
咸阳电台,https://fanmingming.com/fm?id=1468
CCTV8,http://222.241.144.172:8888/udp/239.76.246.158:1234$LR•IPV4『线路142』
广东珠江,http://14.121.146.11:30001/udp/239.77.0.114:5146$LR•IPV4『线路7』
CCTV1,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv$LR•IPV4『线路146』
CCTV风云足球,http://60.223.72.168:8002/rtp/226.0.1.209:2122
凤凰香港,http://50.7.238.114:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
河北卫视,http://123.6.102.32:11789/850.php?id=hebeisd.m3u8$LR•IPV4『线路84』
.东方财经,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001318/index.m3u8
CCTV3,http://183.30.199.180:8886/udp/239.77.0.175:5146$LR•IPV4『线路20』
湖南卫视,http://120.41.124.228:8888/rtp/239.61.2.31:8180$LR•IPV4『线路119』
眉山公共频道,https://live1.scmstv.cn/ggpd/playlist.m3u8?auth_key=1720515340-e37e3f86e62842e2bca8ce7af99ec7d3-0-7f342c31dbef4f6c8b94c37b3c8c03d4
新疆卫视,http://223.110.243.136/PLTV/3/224/3221225523/index.m3u8
CCTV9,http://144.255.40.192:4022/udp/239.21.1.153:5002$LR•IPV4『线路40』
CGTN西班牙语,http://livees.cgtn.com/500e/prog_index.m3u8
.生活时尚,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
贵州卫视,http://118.122.2.29:9999/hls/32/index.m3u8$LR•IPV4『线路173』
CHC动作电影,http://171.108.239.80:8181/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路22』
广东新闻,http://113.93.49.88:2000/udp/239.77.0.4:5146
福建东南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540417BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXv1bCET6%2FGP6LFvnNC2DgH0ZQXwaiVktPr6ILPKXqwO%2B40ghr%2F2EQqAw4TSfOQgwgjPkFLBGBm%2FRxwhWL4Q3uM
埋堆堆_10,http://live.iill.top/huya.php?id=23860039
云南卫视,http://27.40.16.70:8114/GD_CUCC/G_YUNNAN-CQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace
CCTV11,http://36.40.236.55:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://219.159.194.233:8181/tsfile/live/0004_1.m3u8$LR•IPV4『线路186』
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=dbb9f11e1720072042$LR•IPV4『线路80』
CCTV11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv$LR•IPV4『线路73』
四川卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3840706BESTVSMGSMG9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUexeCsKxlG2LwkJhai31bTGuXYXralHX2VS7ob25to85GPdBSQnb6X4MP9N0MoC%2FOefakVOC0E4dsoMVDkuWsho$LR•IPV6『线路3』
四川,http://123.189.36.4:9901/tsfile/live/1130_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.117.216.251:8686/udp/239.77.0.58:5146$LR•IPV4『线路163』
海南新闻广播,https://fanmingming.com/fm?id=541
湖北卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000250/index.m3u8?IAS$LR•IPV6『线路41』
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8$LR•IPV4『线路103』
CCTV13,http://218.241.192.50:8808/rtp/239.3.1.124:8128$LR•IPV4『线路71』
四川卫视,http://219.159.147.195:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路140』
浙江松阳,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
广东,http://123.189.36.4:9901/tsfile/live/1146_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://nnth.7766.org:85//tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路37』
贵州卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8$LR•IPV4『线路73』
黑龙江少儿,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
J_SPORTS_4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
CCTV12,http://219.128.40.245:4022/udp/239.77.1.109:5146
囲碁?将棋チャンネル,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS363&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
上海第一财经广播,https://fanmingming.com/fm?id=370
盗慕笔记鬼灯,https://live.metshop.top/yy/1382765507
龙宫里的奇异动物,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3528163c6b7d4a48b09b24027351ccf7/1200.m3u8
安徽卫视,http://116.116.119.83:9999/udp/239.125.2.78:4120$LR•IPV4『线路123』
CCTV16,http://www.zzlag.top:9087/tsfile/live/1000_1.m3u8?key=txiptv$LR•IPV4『线路79』
CCTV14,http://14.121.146.11:30001/udp/239.77.1.161:5146$LR•IPV4『线路102』
上海卫视,http://112.235.202.51:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
Gaki no Tsukai (English Subs),https://hamada.gaki-no-tsukai.stream/hls/test.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路203』
体育赛事,http://183.191.226.111:8085/rtp/226.0.1.77:2090
广州电视台法治频道,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=6189761ecfc6aa97b97b48bc30ae0c50&txTime=1909629bd71
CCTV5,http://183.92.4.163:4000/udp/228.0.0.112:6108$LR•IPV4『线路98』
福建卫视,http://222.241.154.37:9901/tsfile/live/23037_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://222.241.144.172:8888/udp/239.76.254.60:9000$LR•IPV4『线路111』
山东少儿,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000059/index.m3u8
厦门卫视,http://39.172.91.235:2082/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
康巴卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw3423902933_-437655574/ott.mobaibox.com/PLTV/3/224/3221227645/index.m3u8$LR•IPV6『线路5』
阿飞正传,https://vip.ffzy-play7.com/20221112/3705_a3bb4cae/index.m3u8
927Love Radio,https://fanmingming.com/fm?id=1270
湖南卫视,http://123.6.102.32:11789/850.php?id=hunanhd.m3u8$LR•IPV4『线路101』
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/1.m3u8$LR•IPV4『线路143』
湖南卫视,P2p://generationnexxxt.com:19806/d8ea1b07516449b6968c04b07cb188ea
天龙八部,http://live.iill.top/douyu.php?id=12051584
华视新闻,http://127.0.0.1:9978/proxy?do=yt&url=https://www.youtube.com/watch?v=wM0g8EoUZ_E
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
CCTV5,http://113.206.157.95:8001/udp/225.0.4.143:7980$LR•IPV4『线路53』
CCTV13,http://183.92.4.163:4000/udp/228.0.0.202:6108$LR•IPV4『线路67』
河北卫视,http://183.92.4.163:4000/udp/228.0.0.168:7168$LR•IPV4『线路88』
山东卫视,http://59.62.8.250:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
NHK World Japan,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
CCTV9,https://epg.pw/stream/ea81fc0f2fac864a17a10c1a7f4d1a32258b45f78172eb9177e7b60db8c9e9b2.m3u8
凤凰资讯,http://183.149.166.124:9999/udp/233.50.200.192:5140
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8$LR•IPV4『线路151』
三沙卫视,http://mdxgh.tpddns.cn:88/mdxgh/sansha$LR•IPV4『线路15』
凤凰中文,https://live.yzd.jialiangos.com:4443/live/fhw/182
黑龙江卫视,http://14.19.198.125:9876/udp/239.77.0.93:5146$LR•IPV4『线路132』
深圳卫视,http://171.8.75.67:8011/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://123.163.55.234:9901/tsfile/live/0141_1.m3u8?key=txiptv$LR•IPV4『线路81』
IHOT爱经典,http://171.217.146.243:4022/udp/239.93.42.13:5140
四平综合广播,https://fanmingming.com/fm?id=1977
CCTV13,http://[2409:8087:74d9:21::6]/270000001128/9900000510/index.m3u8
云南卫视,http://113.93.49.146:2000/udp/239.253.43.100:5146
bestv 热门剧场,http://171.217.146.243:4022/udp/239.93.0.140:5140
新视觉,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
河北卫视,http://113.86.204.79:9999/udp/239.77.0.148:5146
CHC动作电影,http://221.14.197.184:4022/rtp/225.1.4.208:1261$LR•IPV4『线路7』
奇迹发生的时刻,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1dbbdbb87b8f410cbc0f3c742201cd7d/1200.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
咪咕体育 4,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
北京卫视,http://60.167.17.150:2000/rtp/238.1.78.162:7168$LR•IPV4『线路50』
金华综合广播,https://fanmingming.com/fm?id=898
黑龙江卫视,http://182.138.161.192:8889/udp/239.93.0.183:5140$LR•IPV4『线路128』
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8$LR•IPV4『线路60』
厦门卫视,http://171.108.239.99:8181/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
顺德综合,http://www.namewee.xyz/gudou.php?id=shundeHD_4500
广东卫视,http://171.108.239.80:8181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路79』
黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路11』
dj舞曲女人版,https://vd3.bdstatic.com/mda-mkp88kxv6r8y73k9/sc/cae_h264/1637733263867775329/mda-mkp88kxv6r8y73k9.mp4
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8?$LR•IPV6『线路4』
CCTV16,http://118.249.23.89:9999/udp/239.76.253.224:9000$LR•IPV4『线路53』
山东-经石峪,https://gcalic.v.myalicdn.com/gc/hkts04_1/index.m3u8?contentid=2820180516001
三沙卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil$LR•IPV4『线路35』
湖南金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
解说_顾久撩电影,https://live.metshop.top/huya/16422212
大理市综合广播,https://fanmingming.com/fm?id=1398
CCTV1,http://171.121.148.224:8100/rtp/226.0.2.153:9136$LR•IPV4『线路40』
CCTV5,http://123.138.216.44:9902/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://171.217.146.243:4022/udp/239.93.0.88:5140
江西卫视,http://123.163.55.234:9901/tsfile/live/0138_1.m3u8?key=txiptv$LR•IPV4『线路158』
河南卫视,http://113.101.119.76:808/hls/143/index.m3u8$LR•IPV4『线路88』
河北卫视,http://webmail.axxe.top:4022/rtp/239.3.1.148:8072$LR•IPV4『线路94』
湖北卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8$LR•IPV4『线路74』
呼伦贝尔汉语广播,https://fanmingming.com/fm?id=582
朝阳教育,https://play.cytv01.cygbdst.com/live/jypdtv.m3u8?zliaond
新疆蒙语广播,https://fanmingming.com/fm?id=621
日韩舞曲DJ,https://vd4.bdstatic.com/mda-mknatf58h2evy18i/sc/cae_h264/1637653930525484478/mda-mknatf58h2evy18i.mp4
滕州综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001028/index.m3u8
西藏卫视,http://120.76.248.139/live/otvgd/66.m3u8?bt=2300$LR•IPV4『线路22』
靖天映画,https://fm1077.serv00.net/litv.php?id=4gtv-4gtv055$LR•IPV4『线路1』
南宁新闻综合频道,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$LR•IPV4『线路23』
千禧经典台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
吉林卫视,http://171.8.75.67:8011/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路77』
浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?zzhed
北京卫视 [Not 24/7],http://183.207.248.71/cntv/live1/beijingstv/beijingstv
中国交通广播,https://fanmingming.com/fm?id=750
纪实人文,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
CCTV3,http://27.10.76.220:8003/udp/225.0.4.142:7980$LR•IPV4『线路91』
CCTV4,http://14.19.198.125:9876/udp/239.77.1.163:5146$LR•IPV4『线路108』
武汉音乐广播,https://fanmingming.com/fm?id=1045
南昌经济生活广播,https://fanmingming.com/fm?id=2291
东方卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221225770/10000100000000060000000000913526_0.smil$LR•IPV4『线路196』
哒啵电竞,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281
湖北卫视,http://iku.sunnyli.link:4144/udp/239.252.219.208:5140$LR•IPV4『线路179』
内蒙古卫视,http://36.40.236.58:9999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://42.48.17.188:9901/tsfile/live/37226_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路145』
警察故事续集,https://vip.ffzy-play7.com/20221115/4687_1e3f6f8c/index.m3u8
无锡都市生活广播,https://fanmingming.com/fm?id=1441
贵州卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8$LR•IPV4『线路78』
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
财富天下,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001219/index.m3u8
CCTV15,http://219.159.194.197:8181/tsfile/live/0015_1.m3u8$LR•IPV4『线路99』
吉林卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8$LR•IPV4『线路67』
河南卫视,http://113.117.216.251:8686/udp/239.77.1.58:5146$LR•IPV4『线路124』
雪中悍刀行,https://www.goodiptv.club/yy/1354943110
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
睛彩广场舞,http://183.149.166.124:9999/udp/233.50.202.29:5140
CCTV8,http://171.108.239.80:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路37』
中国教育1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3138605BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUOUGwH6VRXb4DjD%2BZ9jv%2Fndo%2FUL80msfbhDYvoWpNl3Oq%2BxBXK1CATKks%2BugJbz%2FG5yJ1j9pWSKsB9RqtX16R4
